No,Time,Source,Destination,Protocol,Length
345,43435.45272,172.16.0.5,192.168.50.1,17,88000
346,43435.45273,172.16.0.5,192.168.50.1,17,88000
347,43435.45273,172.16.0.5,192.168.50.1,17,88000
348,43435.45273,172.16.0.5,192.168.50.1,17,88000
349,43435.45273,172.16.0.5,192.168.50.1,17,88000
350,43435.45273,172.16.0.5,192.168.50.1,17,88000
351,43435.45273,172.16.0.5,192.168.50.1,17,88000
352,43435.45273,192.168.50.1,172.16.0.5,17,880
353,43435.45273,172.16.0.5,192.168.50.1,17,88000
354,43435.45273,172.16.0.5,192.168.50.1,17,88000
355,43435.45273,172.16.0.5,192.168.50.1,17,88000
356,43435.45273,172.16.0.5,192.168.50.1,17,88000
357,43435.45273,172.16.0.5,192.168.50.1,17,88000
358,43435.45273,172.16.0.5,192.168.50.1,17,88000
359,43435.45273,172.16.0.5,192.168.50.1,17,87120
360,43435.45273,172.16.0.5,192.168.50.1,17,88000
361,43435.45273,172.16.0.5,192.168.50.1,17,85360
362,43435.45273,172.16.0.5,192.168.50.1,17,88000
363,43435.45273,172.16.0.5,192.168.50.1,17,86240
364,43435.45273,172.16.0.5,192.168.50.1,17,88000
365,43435.45273,172.16.0.5,192.168.50.1,17,88000
366,43435.45273,172.16.0.5,192.168.50.1,17,88000
367,43435.45273,172.16.0.5,192.168.50.1,17,88000
368,43435.45273,172.16.0.5,192.168.50.1,17,88000
369,43435.45274,172.16.0.5,192.168.50.1,17,880
370,43435.45274,172.16.0.5,192.168.50.1,17,88000
371,43435.45274,172.16.0.5,192.168.50.1,17,88000
372,43435.45274,172.16.0.5,192.168.50.1,17,88000
373,43435.45274,172.16.0.5,192.168.50.1,17,88000
374,43435.45274,172.16.0.5,192.168.50.1,17,88000
375,43435.45274,172.16.0.5,192.168.50.1,17,88000
376,43435.45274,172.16.0.5,192.168.50.1,17,88000
377,43435.45274,172.16.0.5,192.168.50.1,17,88000
378,43435.45274,172.16.0.5,192.168.50.1,17,88000
379,43435.45274,192.168.50.1,172.16.0.5,17,880
380,43435.45274,172.16.0.5,192.168.50.1,17,88000
381,43435.45274,172.16.0.5,192.168.50.1,17,88000
382,43435.45274,172.16.0.5,192.168.50.1,17,88000
383,43435.45274,172.16.0.5,192.168.50.1,17,88000
384,43435.45274,172.16.0.5,192.168.50.1,17,88000
385,43435.45274,172.16.0.5,192.168.50.1,17,88000
386,43435.45274,172.16.0.5,192.168.50.1,17,88000
387,43435.45275,172.16.0.5,192.168.50.1,17,88000
388,43435.45275,172.16.0.5,192.168.50.1,17,88000
389,43435.45275,172.16.0.5,192.168.50.1,17,88000
390,43435.45275,172.16.0.5,192.168.50.1,17,88000
391,43435.45275,172.16.0.5,192.168.50.1,17,88000
392,43435.45275,172.16.0.5,192.168.50.1,17,88000
393,43435.45275,172.16.0.5,192.168.50.1,6,0
394,43435.45275,172.16.0.5,192.168.50.1,17,176000
395,43435.45275,172.16.0.5,192.168.50.1,17,88000
396,43435.45275,172.16.0.5,192.168.50.1,17,88000
397,43435.45275,172.16.0.5,192.168.50.1,17,88000
398,43435.45275,172.16.0.5,192.168.50.1,17,88000
399,43435.45275,172.16.0.5,192.168.50.1,17,88000
400,43435.45275,172.16.0.5,192.168.50.1,17,88000
401,43435.45275,192.168.50.1,172.16.0.5,17,880
402,43435.45275,172.16.0.5,192.168.50.1,17,88000
403,43435.45275,172.16.0.5,192.168.50.1,17,88000
404,43435.45275,172.16.0.5,192.168.50.1,17,88000
405,43435.45275,172.16.0.5,192.168.50.1,17,88000
406,43435.45276,172.16.0.5,192.168.50.1,17,88000
407,43435.45276,172.16.0.5,192.168.50.1,17,88000
408,43435.45276,172.16.0.5,192.168.50.1,17,88000
409,43435.45276,172.16.0.5,192.168.50.1,17,88000
410,43435.45276,172.16.0.5,192.168.50.1,17,88000
411,43435.45276,172.16.0.5,192.168.50.1,17,88000
412,43435.45276,172.16.0.5,192.168.50.1,17,88000
413,43435.45276,172.16.0.5,192.168.50.1,17,88000
414,43435.45276,172.16.0.5,192.168.50.1,17,88000
415,43435.45276,172.16.0.5,192.168.50.1,17,88000
416,43435.45276,172.16.0.5,192.168.50.1,17,88000
417,43435.45276,192.168.50.1,172.16.0.5,17,880
418,43435.45276,172.16.0.5,192.168.50.1,17,88000
419,43435.45277,172.16.0.5,192.168.50.1,17,88000
420,43435.45277,172.16.0.5,192.168.50.1,17,88000
421,43435.45277,172.16.0.5,192.168.50.1,17,88000
422,43435.45277,172.16.0.5,192.168.50.1,17,88000
423,43435.45277,172.16.0.5,192.168.50.1,17,88000
424,43435.45277,172.16.0.5,192.168.50.1,17,88000
425,43435.45277,172.16.0.5,192.168.50.1,17,88000
426,43435.45277,172.16.0.5,192.168.50.1,17,88000
427,43435.45277,172.16.0.5,192.168.50.1,17,88000
428,43435.45277,172.16.0.5,192.168.50.1,17,88000
429,43435.45277,172.16.0.5,192.168.50.1,17,88000
430,43435.45277,172.16.0.5,192.168.50.1,17,88000
431,43435.45277,172.16.0.5,192.168.50.1,17,88000
432,43435.45278,8.6.0.1,8.0.6.4,0,0
433,43435.45279,172.16.0.5,192.168.50.1,6,944
434,43435.45279,172.16.0.5,192.168.50.1,17,88000
435,43435.45279,192.168.50.1,172.16.0.5,17,1760
436,43435.45279,172.16.0.5,192.168.50.1,17,88000
437,43435.4528,172.16.0.5,192.168.50.1,17,39600
438,43435.4528,192.168.50.1,172.16.0.5,17,880
439,43435.45281,172.16.0.5,192.168.50.1,17,39600
440,43435.45282,172.16.0.5,192.168.50.1,17,88000
441,43435.45282,192.168.50.1,172.16.0.5,17,880
442,43435.45282,172.16.0.5,192.168.50.1,17,88000
443,43435.45282,172.16.0.5,192.168.50.1,17,88000
444,43435.45282,172.16.0.5,192.168.50.1,17,88000
445,43435.45282,192.168.50.1,172.16.0.5,17,880
446,43435.45282,172.16.0.5,192.168.50.1,17,88000
447,43435.45282,172.16.0.5,192.168.50.1,17,88000
448,43435.45282,172.16.0.5,192.168.50.1,17,88000
449,43435.45282,172.16.0.5,192.168.50.1,17,88000
450,43435.45282,172.16.0.5,192.168.50.1,17,88000
451,43435.45282,172.16.0.5,192.168.50.1,17,88000
452,43435.45285,192.168.50.1,172.16.0.5,6,0
453,43435.45285,172.16.0.5,192.168.50.1,6,0
454,43435.45286,172.16.0.5,192.168.50.1,17,88000
455,43435.45286,192.168.50.1,172.16.0.5,17,2640
456,43435.45286,172.16.0.5,192.168.50.1,17,1760
457,43435.45286,172.16.0.5,192.168.50.1,17,880
458,43435.45286,172.16.0.5,192.168.50.1,17,88000
459,43435.45286,172.16.0.5,192.168.50.1,17,88000
460,43435.45286,172.16.0.5,192.168.50.1,17,85360
461,43435.45286,172.16.0.5,192.168.50.1,17,84480
462,43435.45286,172.16.0.5,192.168.50.1,17,88000
463,43435.45286,172.16.0.5,192.168.50.1,17,880
464,43435.45286,172.16.0.5,192.168.50.1,17,87120
465,43435.45287,172.16.0.5,192.168.50.1,6,1706
466,43435.45287,172.16.0.5,192.168.50.1,6,0
467,43435.45288,172.16.0.5,192.168.50.1,17,88000
468,43435.45288,192.168.50.1,172.16.0.5,17,1760
469,43435.45288,172.16.0.5,192.168.50.1,17,88000
470,43435.45288,172.16.0.5,192.168.50.1,17,88000
471,43435.45288,172.16.0.5,192.168.50.1,17,88000
472,43435.45288,172.16.0.5,192.168.50.1,17,88000
473,43435.4529,172.16.0.5,192.168.50.1,17,88000
474,43435.4529,192.168.50.1,172.16.0.5,17,880
475,43435.4529,172.16.0.5,192.168.50.1,17,88000
476,43435.4529,172.16.0.5,192.168.50.1,17,88000
477,43435.4529,172.16.0.5,192.168.50.1,17,88000
478,43435.4529,172.16.0.5,192.168.50.1,17,88000
479,43435.4529,172.16.0.5,192.168.50.1,17,88000
480,43435.4529,172.16.0.5,192.168.50.1,17,88000
481,43435.45292,172.16.0.5,192.168.50.1,6,1756
482,43435.45292,172.16.0.5,192.168.50.1,6,0
483,43435.45293,172.16.0.5,192.168.50.1,17,88000
484,43435.45293,192.168.50.1,172.16.0.5,17,2640
485,43435.45293,172.16.0.5,192.168.50.1,17,88000
486,43435.45293,172.16.0.5,192.168.50.1,17,88000
487,43435.45293,172.16.0.5,192.168.50.1,17,88000
488,43435.45293,172.16.0.5,192.168.50.1,17,88000
489,43435.45293,172.16.0.5,192.168.50.1,17,88000
490,43435.45293,172.16.0.5,192.168.50.1,17,88000
491,43435.45294,172.16.0.5,192.168.50.1,17,88000
492,43435.45294,172.16.0.5,192.168.50.1,17,88000
493,43435.45294,34.208.208.167,192.168.50.7,6,62
494,43435.45296,172.16.0.5,192.168.50.1,17,88000
495,43435.45296,192.168.50.1,172.16.0.5,17,1760
496,43435.45296,192.168.50.1,172.16.0.5,6,0
497,43435.45296,172.16.0.5,192.168.50.1,6,0
498,43435.45298,172.16.0.5,192.168.50.1,17,88000
499,43435.45298,192.168.50.1,172.16.0.5,17,1760
500,43435.45298,172.16.0.5,192.168.50.1,17,88000
501,43435.45298,172.16.0.5,192.168.50.1,17,88000
502,43435.45298,172.16.0.5,192.168.50.1,17,88000
503,43435.45298,192.168.50.1,172.16.0.5,6,0
504,43435.45298,172.16.0.5,192.168.50.1,6,0
505,43435.45298,172.16.0.5,192.168.50.1,17,88000
506,43435.45298,192.168.50.1,172.16.0.5,17,880
507,43435.45298,172.16.0.5,192.168.50.1,17,88000
508,43435.45299,172.16.0.5,192.168.50.1,17,88000
509,43435.45299,172.16.0.5,192.168.50.1,17,88000
510,43435.45299,192.168.50.6,4.2.2.4,17,62
511,43435.45299,172.16.0.5,192.168.50.1,17,88000
512,43435.45299,192.168.50.6,4.2.2.4,17,94
513,43435.45299,192.168.50.6,74.208.236.171,6,1510
514,43435.45299,192.168.50.6,8.8.8.8,17,84
515,43435.45299,192.168.50.6,8.8.8.8,17,94
516,43435.45299,192.168.50.6,8.8.8.8,17,62
517,43435.45299,192.168.50.6,4.2.2.4,17,88
518,43435.45299,192.168.50.6,4.2.2.4,17,88
519,43435.45299,192.168.50.6,4.2.2.4,17,74
520,43435.45299,192.168.50.6,4.2.2.4,17,76
521,43435.45299,192.168.50.6,23.15.4.25,6,1208
522,43435.45299,192.168.50.6,4.2.2.4,17,78
523,43435.45299,192.168.50.6,8.8.8.8,17,74
524,43435.45299,192.168.50.6,8.8.8.8,17,76
525,43435.45299,192.168.50.6,4.2.2.4,17,78
526,43435.45299,172.16.0.5,192.168.50.1,17,88000
527,43435.45299,192.168.50.6,8.8.8.8,17,78
528,43435.45299,172.16.0.5,192.168.50.1,17,88000
529,43435.45299,172.16.0.5,192.168.50.1,17,88000
530,43435.45299,192.168.50.6,4.2.2.4,17,86
531,43435.45299,192.168.50.6,4.2.2.4,17,84
532,43435.45299,192.168.50.6,74.208.236.171,6,818
533,43435.45299,192.168.50.6,4.2.2.4,17,88
534,43435.45299,192.168.50.6,8.8.8.8,17,84
535,43435.45299,192.168.50.6,4.2.2.4,17,84
536,43435.45299,192.168.50.6,8.8.8.8,17,88
537,43435.45299,192.168.50.6,34.216.156.21,6,2458
538,43435.45299,192.168.50.6,4.2.2.4,17,100
539,43435.45299,192.168.50.6,52.10.142.119,6,2890
540,43435.45299,172.16.0.5,192.168.50.1,17,88000
541,43435.45299,192.168.50.6,4.2.2.4,17,100
542,43435.45299,172.16.0.5,192.168.50.1,17,88000
543,43435.45299,172.16.0.5,192.168.50.1,17,88000
544,43435.45299,172.16.0.5,192.168.50.1,17,88000
545,43435.45299,172.16.0.5,192.168.50.1,17,88000
546,43435.45299,192.168.50.6,74.208.236.171,6,0
547,43435.45299,192.168.50.6,4.2.2.4,17,70
548,43435.45299,192.168.50.6,74.208.236.171,6,0
549,43435.45299,192.168.50.6,8.8.8.8,17,70
550,43435.45299,192.168.50.6,72.21.91.29,6,2662
551,43435.45299,192.168.50.6,72.21.91.29,6,2662
552,43435.45299,192.168.50.6,4.2.2.4,17,72
553,43435.45299,172.16.0.5,192.168.50.1,6,2130
554,43435.45299,172.16.0.5,192.168.50.1,17,88000
555,43435.45299,192.168.50.6,4.2.2.4,17,72
556,43435.45299,74.208.236.171,192.168.50.6,6,0
557,43435.45299,74.208.236.171,192.168.50.6,6,0
558,43435.45299,172.16.0.5,192.168.50.1,17,88000
559,43435.45299,192.168.50.6,74.208.236.171,6,0
560,43435.45299,172.16.0.5,192.168.50.1,17,88000
561,43435.45299,192.168.50.6,74.208.236.171,6,0
562,43435.45299,192.168.50.6,74.208.236.171,6,0
563,43435.45299,192.168.50.6,74.208.236.171,6,0
564,43435.45299,192.168.50.6,74.208.236.171,6,608
565,43435.45299,192.168.50.6,172.217.10.2,6,0
566,43435.45299,192.168.50.6,74.208.236.171,6,0
567,43435.45299,172.16.0.5,192.168.50.1,17,88000
568,43435.45299,192.168.50.6,172.217.10.2,6,2766
569,43435.45299,192.168.50.6,172.217.10.66,6,2800
570,43435.45299,192.168.50.6,4.2.2.4,17,90
571,43435.453,192.168.50.6,4.2.2.4,17,86
572,43435.453,192.168.50.6,172.217.10.2,6,46882
573,43435.453,192.168.50.6,172.217.12.129,6,3906
574,43435.453,192.168.50.6,4.2.2.4,17,100
575,43435.453,192.168.50.6,8.8.8.8,17,100
576,43435.453,192.168.50.6,4.2.2.4,17,100
577,43435.453,172.16.0.5,192.168.50.1,17,88000
578,43435.453,192.168.50.1,172.16.0.5,17,880
579,43435.453,192.168.50.6,4.2.2.4,17,62
580,43435.453,192.168.50.6,172.217.10.14,6,1766
581,43435.453,192.168.50.6,172.217.10.14,6,1766
582,43435.453,192.168.50.6,4.2.2.4,17,70
583,43435.453,172.16.0.5,192.168.50.1,17,88000
584,43435.453,192.168.50.6,4.2.2.4,17,70
585,43435.453,192.168.50.6,172.217.10.14,6,1766
586,43435.453,192.168.50.6,172.217.10.14,6,1766
587,43435.453,172.16.0.5,192.168.50.1,17,88000
588,43435.453,192.168.50.6,8.8.8.8,17,70
589,43435.453,172.16.0.5,192.168.50.1,17,88000
590,43435.453,192.168.50.6,172.217.10.2,6,1670
591,43435.453,192.168.50.6,172.217.10.2,6,0
592,43435.453,172.16.0.5,192.168.50.1,6,0
593,43435.453,192.168.50.1,172.16.0.5,6,0
594,43435.453,192.168.50.6,172.217.10.2,6,0
595,43435.453,172.16.0.5,192.168.50.1,17,88000
596,43435.453,172.16.0.5,192.168.50.1,17,88000
597,43435.453,192.168.50.6,172.217.10.2,6,0
598,43435.453,172.16.0.5,192.168.50.1,17,88000
599,43435.453,172.217.10.2,192.168.50.6,6,0
600,43435.453,172.16.0.5,192.168.50.1,17,88000
601,43435.453,172.16.0.5,192.168.50.1,17,88000
602,43435.453,172.16.0.5,192.168.50.1,17,88000
603,43435.453,192.168.50.6,4.2.2.4,17,72
604,43435.453,192.168.50.6,4.2.2.4,17,64
605,43435.453,192.168.50.6,172.217.7.6,6,5138
606,43435.453,192.168.50.6,4.2.2.4,17,80
607,43435.453,192.168.50.6,172.217.12.132,6,19074
608,43435.453,192.168.50.6,4.2.2.4,17,64
609,43435.453,172.16.0.5,192.168.50.1,17,88000
610,43435.453,192.168.50.6,8.8.8.8,17,80
611,43435.453,192.168.50.6,8.8.8.8,17,64
612,43435.453,192.168.50.6,4.2.2.4,17,80
613,43435.453,192.168.50.6,4.2.2.4,17,64
614,43435.453,172.16.0.5,192.168.50.1,17,88000
615,43435.453,192.168.50.8,8.8.8.8,17,96
616,43435.453,172.16.0.5,192.168.50.1,17,88000
617,43435.453,192.168.50.8,52.89.179.237,6,22260
618,43435.453,192.168.50.8,8.8.8.8,17,154
619,43435.45301,192.168.50.6,4.2.2.4,17,76
620,43435.45301,192.168.50.8,8.8.8.8,17,154
621,43435.45301,192.168.50.6,4.2.2.4,17,70
622,43435.45301,172.16.0.5,192.168.50.1,17,88000
623,43435.45301,192.168.50.6,4.2.2.4,17,86
624,43435.45301,192.168.50.6,4.2.2.4,17,74
625,43435.45301,192.168.50.6,4.2.2.4,17,76
626,43435.45301,192.168.50.6,4.2.2.4,17,86
627,43435.45301,192.168.50.6,4.2.2.4,17,86
628,43435.45301,192.168.50.6,4.2.2.4,17,84
629,43435.45301,192.168.50.6,172.217.12.162,6,4416
630,43435.45301,192.168.50.6,8.8.8.8,17,86
631,43435.45301,192.168.50.6,8.8.8.8,17,86
632,43435.45301,192.168.50.6,4.2.2.4,17,86
633,43435.45301,192.168.50.6,4.2.2.4,17,84
634,43435.45301,192.168.50.6,4.2.2.4,17,58
635,43435.45301,192.168.50.6,8.8.8.8,17,84
636,43435.45301,192.168.50.6,4.2.2.4,17,84
637,43435.45301,192.168.50.6,172.217.12.162,6,1639
638,43435.45301,192.168.50.8,8.8.8.8,17,84
639,43435.45301,172.16.0.5,192.168.50.1,17,88000
640,43435.45301,192.168.50.6,8.8.8.8,17,58
641,43435.45301,192.168.50.6,172.217.12.134,6,1834
642,43435.45301,192.168.50.6,172.217.12.134,6,1639
643,43435.45301,192.168.50.6,4.2.2.4,17,84
644,43435.45301,192.168.50.6,104.36.115.113,6,8638
645,43435.45301,192.168.50.6,172.217.12.134,6,8606
646,43435.45301,192.168.50.6,4.2.2.4,17,92
647,43435.45301,192.168.50.6,172.217.12.134,6,0
648,43435.45301,192.168.50.6,4.2.2.4,17,84
649,43435.45301,192.168.50.6,216.58.219.202,6,2414
650,43435.45301,192.168.50.6,4.2.2.4,17,62
651,43435.45301,192.168.50.6,172.217.12.134,6,0
652,43435.45301,192.168.50.8,8.8.8.8,17,78
653,43435.45301,192.168.50.6,4.2.2.4,17,62
654,43435.45301,192.168.50.6,4.2.2.4,17,74
655,43435.45301,192.168.50.6,4.2.2.4,17,70
656,43435.45301,192.168.50.1,172.16.0.5,17,880
657,43435.45301,192.168.50.6,23.194.142.213,6,1317
658,43435.45301,192.168.50.6,4.2.2.4,17,82
659,43435.45301,192.168.50.6,4.2.2.4,17,120
660,43435.45301,192.168.50.6,4.2.2.4,17,82
661,43435.45301,192.168.50.6,8.8.8.8,17,70
662,43435.45301,192.168.50.6,4.2.2.4,17,58
663,43435.45301,192.168.50.6,38.69.238.16,6,904
664,43435.45301,192.168.50.6,4.2.2.4,17,82
665,43435.45301,192.168.50.6,8.8.8.8,17,82
666,43435.45301,192.168.50.6,8.8.8.8,17,120
667,43435.45301,192.168.50.6,4.2.2.4,17,120
668,43435.45301,192.168.50.6,4.2.2.4,17,82
669,43435.45301,192.168.50.6,172.217.12.134,6,0
670,43435.45301,192.168.50.8,8.8.8.8,17,78
671,43435.45301,192.168.50.6,8.8.8.8,17,82
672,43435.45301,192.168.50.6,4.2.2.4,17,76
673,43435.45301,192.168.50.6,4.2.2.4,17,64
674,43435.45301,192.168.50.6,172.217.10.106,6,1834
675,43435.45301,172.16.0.5,192.168.50.1,17,88000
676,43435.45301,192.168.50.6,172.217.12.162,6,31
677,43435.45301,172.217.12.162,192.168.50.6,6,214
678,43435.45301,192.168.50.6,4.2.2.4,17,76
679,43435.45301,192.168.50.6,23.194.142.213,6,35502
680,43435.45301,192.168.50.6,4.2.2.4,17,86
681,43435.45301,192.168.50.6,172.217.12.134,6,31
682,43435.45301,172.217.12.134,192.168.50.6,6,76
683,43435.45301,192.168.50.6,8.8.8.8,17,76
684,43435.45301,192.168.50.6,4.2.2.4,17,72
685,43435.45301,192.168.50.6,4.2.2.4,17,100
686,43435.45301,192.168.50.6,8.8.8.8,17,100
687,43435.45301,192.168.50.6,4.2.2.4,17,116
688,43435.45301,192.168.50.6,4.2.2.4,17,116
689,43435.45301,192.168.50.6,172.217.9.226,6,11722
690,43435.45301,172.16.0.5,192.168.50.1,17,88000
691,43435.45301,192.168.50.6,172.217.9.226,6,0
692,43435.45301,192.168.50.6,34.204.21.102,6,4810
693,43435.45301,172.16.0.5,192.168.50.1,17,88000
694,43435.45301,192.168.50.6,94.31.29.44,6,17486
695,43435.45301,192.168.50.6,172.217.10.35,6,1834
696,43435.45301,172.16.0.5,192.168.50.1,17,88000
697,43435.45301,172.16.0.5,192.168.50.1,6,108
698,43435.45301,192.168.50.6,4.2.2.4,17,72
699,43435.45301,192.168.50.6,52.7.108.194,6,4432
700,43435.45301,192.168.50.6,4.2.2.4,17,118
